74742,29928,25553
5822,85342,67749
66525,16866,31768
20311,9342,47353
33425,82189,65834
97164,9726,45411
34171,96115,44692
48152,83544,52553
87344,19009,17575
21844,2043,37966
10414,59050,18808
74498,21361,20396
68487,95430,59021
91459,27696,2332
1344,95089,26735
47281,38607,75772
74663,44615,12423
59019,40304,97320
83624,41669,58905
63437,98368,12025
50587,18468,96639
15403,79238,13253
46540,41850,16584
67042,6189,96944
24460,77059,41763
35394,24430,18341
33221,59517,84585
71127,10737,63046
42389,62869,6006
94508,74728,83658
8576,16759,73620
8549,62635,245
41541,89066,62477
40807,63838,5828
32755,79201,78529
71412,54033,93124
53882,49789,95670
64994,11008,98088
91276,14645,28240
16226,70709,47843
24061,7987,94376
64254,99744,57075
7507,5168,97602
17110,94723,97769
87947,14709,8846
72638,81464,99053
26168,30767,94065
14264,36722,10196
90440,67746,69309
27159,48948,58556
23527,27433,24272
75493,94978,98072
12181,81043,34540
33237,20822,40668
41440,78891,30192
8916,5360,65669
32015,36246,51336
76250,19182,50586
8479,39839,71581
2936,89039,41326
24696,49678,86903
23853,21266,98765
56820,30926,23841
41077,29519,15927
97872,60801,29118
63702,78420,3699
52853,49378,77354
34018,28210,65230
17691,29302,96959
96408,44150,17404
71708,22734,27940
17064,39333,76512
84050,87993,32554
37935,52797,59518
80068,760,67110
89823,65558,74789
62930,7116,53954
99398,73462,16668
71075,47813,36713
85803,80701,86889
99366,74952,85960
86220,4479,94918
73271,15883,43426
86385,14786,39331
48142,31080,86006
59639,13618,78614
40122,59427,15235
67900,99276,40995
14643,16596,79707
9738,1839,71027
5367,95212,72069
47415,90466,97234
82421,43336,81569
13931,24834,66914
54588,22617,16232
76084,10716,67901
70894,67753,21239
73159,39718,28408
36858,47337,82183
95455,19011,58014
62319,69732,24372
90399,14470,21458
97528,22412,92748
25330,40385,14771
54176,97326,86283
23527,4059,79184
12494,1187,15340
48189,32635,45117
20993,62162,1649
58430,21013,11653
36354,55533,80407
51555,4208,16732
23506,35498,97147
12781,41393,84711
24838,7923,30341
42623,13249,83124
20249,50445,31548
38137,66623,7317
39323,59312,8610
82379,14132,21119
13000,33556,98438
3725,61686,68124
77716,1382,12277
89522,45666,431
90922,778,26277
69218,17908,41670
49347,11962,33388
89957,29719,45466
78407,48963,90138
1535,98811,18448
22561,92883,13140
23332,77652,99553
14428,77470,52243
93184,36989,35893
49848,64379,97641
38727,80723,13988
34111,50181,51288
11691,87027,24574
44344,78325,64232
93402,82927,64200
53290,19013,93764
40881,8937,34625
78373,4052,93527
21698,68368,69717
29872,24871,89301
93915,84546,84709
7604,30053,16046
68237,56253,69615
33915,87610,65579
67487,43129,35435
56,97068,21103
114,74538,92093
54139,1569,93859
29379,65242,53686
97940,71942,97926
88512,66095,96121
90974,93502,24459
54834,29548,18878
40604,6153,89253
10381,80502,50447
84923,43384,41815
47771,86172,58692
80772,21564,91094
86320,79991,25548
39556,50692,93847
52702,62960,64854
84463,81908,80455
80337,72986,87213
67520,77081,71166
13314,4667,70361
91051,49801,7491
20996,14923,5861
97994,55231,22907
394,87554,1993
46598,83159,48246
9588,38611,97472
78566,10013,10592
80575,56769,6868
6409,84174,87719
99139,99092,34197
12870,46012,55785
48879,75969,82216
26089,367,35539
15546,17717,53511
37934,60968,16358
2156,18652,73749
41817,67383,74060
48153,62469,32874
38199,11270,88171
92193,39995,2424
46302,33500,93042
28224,5474,14651
53920,88869,30662
879,54364,1708
36418,77206,79028
98612,1282,76592
93152,41576,36372
14504,75370,9366
79830,12599,39998
32492,51968,63413
32973,45535,34502
9048,6900,38414
82524,17894,56443
1219,86357,72135
66927,2107,39110
66425,70179,22370
46767,45416,44338
6658,23585,19397
52881,5422,24167
26680,15054,78641
73090,6569,90207
58853,6785,94331
55470,3263,54221
627,55248,91425
62063,32138,6106
90666,45543,1834
87892,36256,93235
59273,35892,79574
17082,935,46226
93425,58824,43809
2752,89509,1113
22686,45768,75470
91800,2072,6582
36085,49807,40813
85673,69891,51719
63765,21907,5185
92212,46650,84911
90738,5352,13316
79174,41350,35540
48380,16036,77356
59173,1563,36051
43245,3900,75540
29297,12517,60515
58782,43041,74848
71383,64326,5664
74496,43278,29925
61400,94826,25783
3237,63742,8011
18807,96040,35506
78529,94262,25741
72644,97496,2854
42055,56754,57153
72947,46890,90506
52880,25537,80370
81523,26830,28645
54178,56698,72729
92748,42199,81839
86751,82836,79461
14638,32648,54698
4132,14156,49913
45569,98378,31740
57759,90110,26102
88989,32657,40042
26465,13138,77308
33031,38733,12161
69911,47438,7020
76670,26697,53304
33020,46987,21881
5959,14824,68024
57667,51474,73325
16037,34918,18025
31892,46976,40897
44195,75894,20887
94377,55260,86724
68367,96915,97204
69381,8839,60516
2151,86900,14725
71042,9488,81357
56655,9814,46142
16348,11387,75966
64461,75285,73100
13589,4488,13261
69527,61607,41848
96196,44461,73370
76288,92388,57670
36061,27373,70076
60190,98192,21928
26302,98043,53735
66476,41918,59430
52872,1522,54236
20612,7161,82969
30497,33430,28248
48994,44256,84612
7527,23866,24058
3703,84491,19072
94720,95134,15639
97604,40476,71296
96825,20717,24427
587,89769,44435
27867,98619,89297
42442,67298,55778
49804,14974,87181
42048,76779,82463
57122,74951,18116
35737,57033,865
47917,19796,60588
79232,86740,8944
12809,86091,12502
1139,92760,63788
77734,27950,97055
41389,5578,72847
28132,71397,9010
89381,16213,67420
87564,57238,2513
61194,51435,48362
9930,10953,4787
58186,86280,4036
64716,94209,23552
80463,78007,82189
97897,19201,29296
20531,91777,41105
67923,78001,18086
91114,49451,25864
72064,23657,26048
30445,59703,69292
88808,8850,50060
54428,77003,92151
46101,59895,13632
15376,76132,76071
93968,770,51631
63096,61546,54198
82027,82888,22882
8540,61971,96861
23761,22278,69762
38433,82952,46190
19062,74821,27384
71393,61018,78100
21164,53740,25712
73566,31104,3528
44638,24851,26635
37042,98309,33021
2268,4147,62286
62357,17088,50839
72554,82457,26318
9664,27860,16593
94127,66582,86790
74267,10578,58220
84962,94230,26636
56431,90261,37790
83536,91393,68549
14230,62298,13615
49459,36301,58067
58490,51813,47588
86160,33731,54801
21668,22427,24813
27421,49475,42044
1578,61932,33255
46417,625,93425
27841,7768,63756
37261,80327,41744
88462,88485,43053
68357,18556,15673
80501,95412,93074
48461,74266,62739
21527,19901,714
2883,50427,37025
19927,88922,87659
35636,61735,63760
10078,36629,22217
40250,69242,84237
22445,66961,48673
72963,18199,11022
2235,85760,55838
84556,1386,86000
24052,53657,43383
59042,65235,13933
72842,53789,53031
91514,65344,62697
66127,56426,29413
21323,52624,91608
37692,41149,76855
97254,80681,86172
21902,79654,97991
3172,19548,56351
29515,44965,36138
36260,8991,26964
31711,12626,7341
10397,62529,47511
5515,55359,28405
65195,14091,67132
98219,95841,57781
17564,35112,84308
50711,46772,99788
67756,16635,89678
32200,21952,66222
67006,2019,23861
60588,85271,13324
97550,41036,98149
42956,23597,34580
49380,62149,47716
93544,91424,22172
22197,55993,14609
94454,30620,27975
27694,19602,60591
64766,66326,95976
5415,38063,22773
93459,50343,11312
55508,10287,64973
43337,56036,57465
15150,8468,92363
95541,86293,62600
72694,9980,88090
21878,51678,74106
77068,22682,46969
50636,79453,36939
21650,44892,39184
59601,83296,73668
23890,19868,32010
14619,40348,93992
75807,71371,87575
85442,4364,31317
83571,52976,42457
15998,66167,94639
77917,71029,90885
66619,99564,13879
32570,31633,77153
36974,72466,88699
44900,41673,99871
51530,4507,79369
35241,78709,73079
81386,49281,47748
60742,33672,96105
34861,55665,68163
35496,61052,18458
5131,4012,86307
80239,52844,22653
41069,60,98392
42498,36880,57616
59896,22862,75475
40506,2308,79623
2353,74441,90560
6297,22087,47304
92117,55824,98570
89633,80927,26914
14703,5433,3917
51845,18745,47416
75124,61084,64848
13322,69549,58708
84777,7125,14942
87798,48438,77430
74054,79572,69722
70584,78929,48532
48917,37690,12296
29385,66279,21490
26385,12502,26563
43750,76610,62379
19716,78060,14630
38743,97415,52902
3109,49764,52656
205,61577,70284
34697,74523,40669
50351,83909,85449
19860,17672,50588
43039,83737,65418
83835,34128,13617
89211,76890,61630
27714,45734,14694
63592,64541,3477
39356,22317,63994
23509,76013,3704
99921,76025,12390
74528,30693,74884
12229,11380,92105
6721,48296,83914
74588,79658,42650
687,26223,6625
98455,95913,60027
34074,42306,96793
30966,94206,82517
94444,81330,89796
36258,87021,35840
59422,16153,25121
96645,37623,69727
60300,37557,41178
77871,34497,3270
27977,81664,97542
68072,88852,81099
62133,17119,21920
40388,99748,57286
81685,18960,10603
2340,96209,96469
18106,74532,61280
66095,10117,20970
83802,70279,80908
14702,91861,54392
89043,37110,17290
19397,95815,67242
585,87616,59349
15250,56852,24610
42787,69227,65880
23736,26885,98193
26671,92232,62970
97334,15685,33095
40442,36435,54087
95248,91876,97783
69365,35631,611
67917,4371,66070
81388,88171,7269
30968,59753,14754
30597,9687,4451
90614,80007,61498
57774,71813,12947
27550,38725,71720
75996,90425,54865
10990,44608,29738
81078,71667,50165
34322,42040,14513
32545,65809,53452
2011,79434,62823
33035,80864,20516
51205,66931,67009
17631,9040,25834
70119,44501,10001
1712,80500,47067
42391,16412,20824
72408,84358,29262
39221,2209,56280
18927,51552,65180
91163,23427,55521
84002,31474,61757
49021,55725,83294
78468,85980,99608
68236,14192,95210
3075,45352,86176
76896,49112,23516
35046,25239,26606
69247,3663,34279
61162,56123,62688
2797,54066,89510
88104,40344,17460
31908,3484,69138
97856,83332,44447
93511,925,10842
97198,74425,96961
82986,2624,50762
66901,17935,99361
11785,74995,50193
20274,97142,63246
34727,86842,27466
83431,98880,2404
47460,42966,72805
14773,52946,36804
46177,98401,82349
15042,64973,56242
67918,2083,1391
95715,61126,70761
41596,86269,89916
54544,69471,73217
61448,73245,46184
8208,42084,9281
84638,73887,92129
16242,45377,24704
98649,78396,76452
41186,79384,98196
37931,37636,44755
43568,85323,67395
25163,82769,92331
12660,45834,12220
18098,12058,61339
2591,27949,86670
23388,56573,58661
49173,26735,64334
42980,79805,63797
31366,25948,92873
75295,30072,83990
97505,44723,28280
2302,33083,83235
82392,46430,72749
49684,52921,38839
84992,60535,28924
93315,3694,55539
3670,81274,19203
87926,65650,80092
87817,19927,90793
49603,92966,94322
97819,77737,40036
66078,58928,48114
47242,61638,12261
93269,9334,61000
66350,78393,69083
94045,5567,97094
76144,9645,30438
77288,44428,16918
98864,79991,20973
42495,70301,4260
42423,77076,11815
79050,3735,56900
64736,58088,79181
82772,83512,96545
11632,6234,25620
40682,38105,32750
88366,72664,15106
56907,73279,13979
43754,91376,88401
28812,84230,71721
76369,53652,95893
50450,19245,14254
89708,80403,66093
92858,4795,96776
47371,99339,37775
46433,30006,70921
19042,26837,33089
55381,27212,16518
28339,86391,91524
4993,86696,86838
93950,11853,74348
45118,85580,35699
80711,84942,32998
13572,67055,2186
62612,9096,54828
35347,47510,5454
57539,8465,733
19442,87321,77467
89715,1008,7668
90357,53130,53874
36170,57067,87801
36014,36563,11742
29573,42009,47387
35571,97887,64788
27167,15647,24804
3111,12929,19716
80863,58628,82921
19876,23518,26876
36041,53376,80120
68333,82903,45529
83218,76290,27992
69708,68119,79161
82676,90347,33430
6630,16910,36290
37255,56220,47647
19788,32609,53327
96781,38467,33598
51051,85936,37925
92516,53261,82681
36899,70904,16048
68519,17552,13931
28965,66879,4098
16643,52330,85868
14259,77250,83318
89754,91750,11827
98854,92349,62816
96915,23471,49270
5715,72073,55778
32305,55832,79486
57066,73279,68782
18600,23471,25062
34459,21821,81285
70023,32672,4730
30085,10037,78802
48012,15777,53938
60173,36039,15212
17637,71773,11560
14249,16247,35966
30379,34911,36857
24224,82701,26308
72780,80367,27817
54283,96257,91532
99942,71064,75133
34083,39909,97745
61444,82204,89495
27106,15435,54056
22735,34314,79203
57590,46698,39619
89935,10550,68794
85448,66157,48469
29412,94761,12055
3868,39104,56379
48062,69056,35013
13821,81691,25451
98754,8365,4824
24285,72533,76682
8929,65860,58032
72261,81579,10533
88192,43583,19907
30592,36415,70874
49191,55612,39300
90630,8994,59667
12957,39653,15578
75402,63757,96091
99487,93938,86111
66282,24638,46413
15359,86925,5073
10266,68540,61484
73473,76011,9735
38112,31705,15896
46511,19969,77599
40019,28038,3703
67085,16462,28339
89708,39172,85855
66383,40530,19662
66587,21109,68487
83376,31151,28546
67961,13780,26611
10956,24518,61807
10132,46986,5292
95309,4143,86319
81389,8482,33022
83018,42103,52992
54943,35907,16650
74081,27377,783
26326,14721,54072
73481,98095,57078
24460,31638,99743
35140,25260,90144
22113,96585,38650
45719,71360,51154
34184,11422,24409
91106,63368,25590
95260,45351,9585
41281,5044,59769
73100,93301,11565
46879,68240,77853
76624,16520,84602
54342,88502,9387
164,23736,12809
50980,25318,51545
74715,48232,66808
71341,78988,35249
45112,12542,12230
7133,32688,35326
24218,21233,32049
91827,3032,88490
94490,71539,18298
48359,59665,64611
6588,97509,23673
33973,97767,76096
89916,81291,29986
68469,97610,59838
89976,98632,90360
5922,40508,39414
5331,52238,24507
9392,69230,56837
22212,37422,88297
82,23376,92265
18408,27596,8256
16873,21576,22596
89210,62535,24880
87957,87043,78072
36013,82721,23684
90729,70294,54540
33892,87468,61499
17692,94984,13137
62996,63877,64164
92631,66348,42217
89,31181,37204
76780,38666,75303
78532,89946,35303
28548,9979,92242
72265,96865,89733
8201,51540,55425
34180,73070,49991
82275,86599,64994
68767,55950,7841
94953,33155,52611
10540,37851,32736
63843,28266,90505
46810,46250,67049
19169,86971,57378
24788,90951,26680
5217,16735,94019
9497,45319,2518
11624,37497,86799
42260,49644,82150
60365,88395,21309
38955,85146,44219
56511,60372,81349
40117,37322,59504
28729,6877,27752
30921,76568,64616
64328,62288,54858
44233,29192,94595
43275,73412,21145
57412,35118,9085
90027,5293,46425
55229,86387,17947
58880,53907,86088
15746,28160,79814
83064,53153,5244
56022,92557,19902
54700,71667,56164
25164,25890,99761
7457,67770,69496
96488,38407,55668
60856,81510,99247
50098,25278,3998
91253,89827,80191
51246,48411,33877
49753,48413,1599
28390,43793,79664
31065,5976,63062
66187,19388,10525
24154,6119,49051
74088,31615,89471
54304,67120,42305
79323,45387,81692
12566,13402,10702
67127,25955,50135
56574,16878,15918
15417,29112,47971
10617,13723,43966
33662,87159,45652
19968,55148,69481
27035,15283,58794
92304,68860,20563
15823,75833,46738
94280,27101,69365
40385,79811,36588
73031,42629,21727
77056,46483,51353
42038,74034,15366
7599,81590,10921
2971,8477,51843
67250,60901,5164
2660,52130,40769
927,86458,73579
41527,59739,77996
2514,15223,77131
51961,12275,18636
16012,76663,58925
87939,43418,58421
26535,34787,85202
40996,18184,93284
74329,27058,45897
21343,79720,34290
1961,93477,51723
5165,7158,59952
41305,181,45353
73637,92392,78341
63799,72495,33147
25406,85728,91343
67511,7049,95359
86986,24910,95388
4636,39605,51761
93286,40880,37919
52610,34343,53928
70442,69310,53632
56192,84261,61879
53491,30361,94651
46019,53412,35427
17955,32048,34772
36000,6425,47825
25279,54374,64627
39192,58669,15436
38696,19599,66771
72625,25967,41598
9403,54588,55088
34063,9437,11862
94931,68541,84476
41578,3340,67354
79559,349,91967
94504,43232,23839
2375,87408,99546
34707,46653,55301
65551,82963,62266
13109,13500,15659
62101,58633,77195
26584,78201,28603
